iid,gender,age,date,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr_want,sinc_want,intel_want,fun_want,amb_want,shar_want,attr_self,sinc_self,fun_self,intel_self,amb_self,pid,age_partner,int_corr,samerace,attr_partner,sinc_partner,intel_partner,fun_partner,amb_partner,shar_partner,prob,dec
388,0,24.0,4.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,413.0,26.0,0.54,1,6.0,7.0,8.0,6.0,6.0,5.0,3.0,0
388,0,24.0,4.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,414.0,29.0,0.45,1,6.0,8.0,7.0,6.0,7.0,6.0,4.0,0
388,0,24.0,4.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,415.0,31.0,0.27,1,3.0,1.0,3.0,4.0,2.0,1.0,1.0,0
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,401.0,31.0,0.47,1,7.0,10.0,10.0,2.0,8.0,3.0,7.0,1
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,402.0,29.0,-0.05,0,4.0,10.0,8.0,5.0,10.0,3.0,6.0,0
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,406.0,27.0,0.33,0,4.0,10.0,10.0,10.0,10.0,10.0,7.0,0
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,407.0,24.0,0.7,1,9.0,10.0,6.0,6.0,6.0,6.0,6.0,0
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,408.0,24.0,0.32,0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,1
389,0,21.0,3.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,414.0,29.0,-0.01,1,8.0,10.0,10.0,6.0,10.0,2.0,7.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,397.0,24.0,0.35,1,5.0,9.0,5.0,3.0,6.0,3.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,398.0,29.0,0.26,1,7.0,6.0,6.0,6.0,6.0,4.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,399.0,29.0,0.7,1,7.0,6.0,6.0,3.0,5.0,5.0,6.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,400.0,26.0,0.72,1,6.0,5.0,5.0,5.0,5.0,5.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,401.0,31.0,0.53,1,8.0,8.0,8.0,6.0,9.0,7.0,5.0,1
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,402.0,29.0,0.4,0,5.0,8.0,6.0,5.0,9.0,3.0,7.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,403.0,22.0,-0.02,1,5.0,5.0,5.0,3.0,3.0,3.0,7.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,404.0,23.0,0.85,1,9.0,8.0,6.0,6.0,6.0,6.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,405.0,30.0,0.17,0,5.0,8.0,7.0,5.0,8.0,3.0,6.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,406.0,27.0,0.11,0,5.0,7.0,6.0,8.0,5.0,3.0,6.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,407.0,24.0,0.34,1,6.0,10.0,9.0,7.0,8.0,5.0,7.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,408.0,24.0,0.09,0,5.0,5.0,6.0,6.0,9.0,5.0,8.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,409.0,23.0,0.55,1,8.0,6.0,6.0,7.0,6.0,5.0,6.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,410.0,27.0,0.08,1,7.0,9.0,8.0,8.0,6.0,6.0,8.0,1
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,411.0,34.0,0.11,1,7.0,8.0,7.0,6.0,7.0,6.0,7.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,412.0,27.0,-0.24,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,413.0,26.0,-0.4,1,5.0,6.0,5.0,5.0,6.0,5.0,6.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,414.0,29.0,0.07,1,6.0,6.0,6.0,6.0,6.0,4.0,5.0,0
391,0,28.0,4.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,415.0,31.0,0.37,1,6.0,8.0,6.0,6.0,6.0,5.0,10.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,397.0,24.0,0.29,1,2.0,2.0,2.0,2.0,5.0,2.0,1.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,398.0,29.0,0.4,1,8.0,8.0,9.0,10.0,9.0,6.0,5.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,399.0,29.0,0.5,1,5.0,3.0,5.0,1.0,10.0,1.0,3.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,400.0,26.0,0.34,1,7.0,7.0,8.0,7.0,10.0,5.0,4.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,401.0,31.0,0.54,1,5.0,9.0,9.0,4.0,9.0,2.0,5.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,402.0,29.0,0.12,0,2.0,8.0,9.0,4.0,10.0,3.0,2.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,403.0,22.0,0.16,1,2.0,10.0,8.0,7.0,9.0,2.0,6.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,404.0,23.0,0.18,1,9.0,8.0,8.0,8.0,7.0,7.0,6.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,405.0,30.0,0.45,0,5.0,10.0,10.0,7.0,10.0,5.0,2.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,406.0,27.0,0.41,0,3.0,2.0,10.0,10.0,10.0,3.0,1.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,407.0,24.0,0.75,1,5.0,8.0,7.0,6.0,6.0,5.0,3.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,408.0,24.0,0.29,0,3.0,3.0,4.0,4.0,8.0,2.0,1.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,409.0,23.0,0.43,1,8.0,10.0,10.0,8.0,8.0,9.0,8.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,410.0,27.0,-0.26,1,9.0,9.0,10.0,8.0,9.0,7.0,6.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,411.0,34.0,0.46,1,6.0,8.0,9.0,8.0,8.0,6.0,3.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,412.0,27.0,-0.27,1,1.0,3.0,3.0,1.0,8.0,1.0,1.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,413.0,26.0,0.17,1,6.0,8.0,10.0,8.0,8.0,8.0,2.0,1
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,414.0,29.0,-0.34,1,6.0,6.0,7.0,3.0,7.0,1.0,2.0,0
392,0,26.0,4.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,4.0,7.0,7.0,8.0,7.0,415.0,31.0,0.62,1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,397.0,24.0,0.08,1,8.0,8.0,8.0,8.0,7.0,7.0,7.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,398.0,29.0,0.36,1,7.0,8.0,8.0,7.0,6.0,6.0,6.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,399.0,29.0,0.43,1,7.0,8.0,9.0,8.0,8.0,7.0,6.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,400.0,26.0,0.25,1,6.0,6.0,8.0,6.0,9.0,6.0,5.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,401.0,31.0,0.42,1,8.0,8.0,8.0,8.0,8.0,9.0,6.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,402.0,29.0,-0.18,0,6.0,8.0,7.0,6.0,7.0,6.0,5.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,403.0,22.0,-0.14,1,7.0,9.0,7.0,7.0,6.0,5.0,5.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,404.0,23.0,-0.02,1,7.0,7.0,6.0,6.0,6.0,5.0,6.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,405.0,30.0,0.64,0,6.0,8.0,8.0,6.0,8.0,5.0,5.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,406.0,27.0,0.29,0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,407.0,24.0,0.66,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,408.0,24.0,0.25,0,7.0,8.0,9.0,7.0,8.0,7.0,6.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,409.0,23.0,0.36,1,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,410.0,27.0,-0.5,1,7.0,8.0,7.0,7.0,6.0,5.0,5.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,411.0,34.0,0.36,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,412.0,27.0,0.0,1,7.0,8.0,8.0,7.0,8.0,6.0,6.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,413.0,26.0,-0.01,1,8.0,8.0,8.0,7.0,7.0,6.0,7.0,0
393,0,22.0,7.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,414.0,29.0,-0.51,1,7.0,7.0,7.0,6.0,7.0,6.0,6.0,1
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,397.0,24.0,0.1,1,5.0,8.0,8.0,7.0,7.0,7.0,6.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,398.0,29.0,0.45,1,8.0,9.0,7.0,8.0,6.0,8.0,8.5,1
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,400.0,26.0,0.27,1,8.0,8.0,7.0,8.0,9.0,8.0,7.0,1
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,401.0,31.0,0.55,1,6.0,9.0,8.0,6.0,8.0,5.0,3.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,402.0,29.0,0.17,0,5.0,9.0,9.0,7.0,7.0,8.0,7.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,403.0,22.0,0.0,1,3.0,5.0,6.0,6.0,8.0,4.0,2.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,404.0,23.0,0.1,1,8.0,7.0,7.0,7.0,7.0,8.0,8.0,1
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,405.0,30.0,0.4,0,5.0,7.0,8.0,6.0,7.0,5.0,5.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,406.0,27.0,0.39,0,5.0,8.0,8.0,8.0,8.0,4.0,7.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,407.0,24.0,0.78,1,6.0,9.0,8.0,6.0,7.0,7.0,3.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,408.0,24.0,0.15,0,7.0,7.0,8.0,7.0,7.0,5.0,2.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,409.0,23.0,0.35,1,4.0,9.0,8.0,7.0,6.0,6.0,8.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,410.0,27.0,-0.22,1,7.0,8.0,8.0,6.0,7.0,7.0,8.0,1
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,411.0,34.0,0.4,1,9.5,7.0,7.0,8.0,9.0,6.0,6.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,412.0,27.0,-0.34,1,5.0,8.0,9.0,8.0,7.0,8.0,7.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,413.0,26.0,0.18,1,7.0,8.0,8.0,6.0,7.0,7.0,5.0,0
394,0,24.0,4.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,414.0,29.0,-0.26,1,4.0,6.0,7.0,5.0,9.0,2.0,1.0,0
